order,gp_name,gp_villages,panchayat_samiti,district,verified_or_not,gp_name_goog_translate,gp_village_goog_translate,ps_goog_translate
8449,_______,_______,_____,jodhpur,0,surpura,balakua,mandore
8450,_____,_____ _____,_____,jodhpur,0,daikada,dawcha piyu,mandore
8451,_____,______,_____,jodhpur,0,daikada,budhanagar,mandore
8452,_____,_____,_____,jodhpur,0,daikada,daikada,mandore
8453,__________,_________,_____,jodhpur,0,indraka,indroka,mandore
8454,__________,____,_____,jodhpur,0,indraka,manai,mandore
8455,__________,_____,_____,jodhpur,0,indraka,khokhari,mandore
8456,_________,______,_____,jodhpur,0,khatiasani,aasanda,mandore
8457,_________,_________,_____,jodhpur,0,khatiasani,khatiasani,mandore
8458,_________,_________,_____,jodhpur,0,khatiasani,dantiwada,mandore
8459,_____ ______,_____,_____,jodhpur,0,lordi dejgara,karani,mandore
8460,_____ ______,_____ ______,_____,jodhpur,0,lordi dejgara,lordi dolia,mandore
8461,_____ ______,_____ ______,_____,jodhpur,0,lordi dejgara,lordi dejgara,mandore
8462,_____ ____,______,_____,jodhpur,0,salwa kalan,ramnagar,mandore
8463,_____ ____,______ ____,_____,jodhpur,0,salwa kalan,karwali dhani,mandore
8464,_____ ____,_____ ____,_____,jodhpur,0,salwa kalan,salwa kalan,mandore
8465,_____ ____,_________ ( ___ ),_____,jodhpur,0,salwa kalan,asranada (new),mandore
8466,______ _____,________,_____,jodhpur,0,jaleli daikada,kokunda,mandore
8467,______ _____,______ _____,_____,jodhpur,0,jaleli daikada,jaleli daikada,mandore
8468,_______,_______,_____,jodhpur,0,bisalpur,bisalpur,mandore
8469,_______,_____ __ ____,_____,jodhpur,0,bisalpur,bhats ki dhani,mandore
8470,_______,______ __ ____,_____,jodhpur,0,bisalpur,dhayal dhani,mandore
8471,_______,_______,_____,jodhpur,0,khokharia,khokharia,mandore
8472,_______,________,_____,jodhpur,0,khokharia,gujarawas,mandore
8473,______,______,______,jodhpur,0,dayakore,dayakore,lohawat
8474,______,_______,______,jodhpur,0,dayakore,chatalnagar,lohawat
8475,______,____ ___,______,jodhpur,0,dayakore,baba nagar,lohawat
8476,______,_________ ____,______,jodhpur,0,dayakore,chandanpura aka,lohawat
8477,______,_____ ____,______,jodhpur,0,dayakore,smooth nadi,lohawat
8478,______,______ ___,______,jodhpur,0,dayakore,himmat nagar,lohawat
8479,______,_____ ___,______,jodhpur,0,dayakore,madrup nagar,lohawat
8480,______,_______,______,jodhpur,0,dayakore,sukhsagar,lohawat
8481,_______,_______,______,jodhpur,0,hannamsesh,hannamsesh,lohawat
8482,_______,_______,______,jodhpur,0,hannamsesh,jagramsar,lohawat
8483,_______,______,______,jodhpur,0,hannamsesh,bhachenagar,lohawat
8484,_______,_______,______,jodhpur,0,hannamsesh,singadser,lohawat
8485,_______,_______,______,jodhpur,0,hannamsesh,thatanagar,lohawat
8486,_________ ___,____ _________ ___,______,jodhpur,0,jambheshwar nagar,shri jambheshwar nagar,lohawat
8487,_________ ___,_______,______,jodhpur,0,jambheshwar nagar,shivpuri,lohawat
8488,_________ ___,_________,______,jodhpur,0,jambheshwar nagar,chandranagar,lohawat
8489,____,____,______,jodhpur,0,amla,amla,lohawat
8490,____,________,______,jodhpur,0,amla,kalimali,lohawat
8491,____,_________,______,jodhpur,0,amla,rohidanagar,lohawat
8492,____,________,______,jodhpur,0,amla,sanvalanagar,lohawat
8493,____,_________,______,jodhpur,0,amla,ramdevanagar,lohawat
8494,____,__________,______,jodhpur,0,amla,kalyanpura,lohawat
8495,____,______ ___,______,jodhpur,0,amla,netaji nagar,lohawat
8496,_______,_______,______,jodhpur,0,bhikkamor,bhikkamor,lohawat
8497,_______,_________ __,______,jodhpur,0,bhikkamor,of karmanis,lohawat
8498,_______,____,______,jodhpur,0,bhikkamor,dhani,lohawat
8499,_______,________,______,jodhpur,0,bhikkamor,hariomnagar,lohawat
8500,_________,_________,______,jodhpur,0,bhiyadia,bhiyadia,lohawat
8501,_________,____ _________,______,jodhpur,0,bhiyadia,shri ramdevanagar,lohawat
8502,_________,____ _________,______,jodhpur,0,bhiyadia,mr. sangiyaji,lohawat
8503,_________,___,______,jodhpur,0,bhiyadia,city,lohawat
8504,_________,______,______,jodhpur,0,bhiyadia,mahadev,lohawat
8505,_________,___ ( _____ ____ ),______,jodhpur,0,bhiyadia,nagar (morli nadi),lohawat
8506,____,____,______,jodhpur,0,noser,noser,lohawat
8507,____,______ __ ____,______,jodhpur,0,noser,iram dhani,lohawat
8508,____,_______ __ ____,______,jodhpur,0,noser,dhani ki dhani,lohawat
8509,____,________ __,______,jodhpur,0,noser,kadwasars,lohawat
8510,____,____,______,jodhpur,0,noser,dhani,lohawat
8511,____,________ __,______,jodhpur,0,noser,bannians,lohawat
8512,____,______,______,jodhpur,0,noser,rupnagar,lohawat
8513,_____,_____,______,jodhpur,0,palli,palli,lohawat
8514,_____,______ ___,______,jodhpur,0,palli,balaji nagar,lohawat
8515,_____,_____ - ______,______,jodhpur,0,palli,palli - davit,lohawat
8516,______ _______,______ _______,______,jodhpur,0,lohawat jatawas,lohawat jatawas,lohawat
8517,______ _______,_______ __ ____,______,jodhpur,0,lohawat jatawas,dhani of dhani,lohawat
8518,______ _______,______,______,jodhpur,0,lohawat jatawas,likhamsar,lohawat
8519,______ _______,____ ___,______,jodhpur,0,lohawat jatawas,karni nagar,lohawat
8520,______ _______,_________,______,jodhpur,0,lohawat jatawas,ramdevanagar,lohawat
8521,______ _______,_______ ____,______,jodhpur,0,lohawat jatawas,western dhani,lohawat
8522,______ _______,_________ __,______,jodhpur,0,lohawat jatawas,florals,lohawat
8523,______ _______,____,______,jodhpur,0,lohawat jatawas,dhani,lohawat
8524,______ _______,________ ___,______,jodhpur,0,lohawat jatawas,hiramoti nagar,lohawat
8525,______ _______,_______,______,jodhpur,0,lohawat jatawas,chutarnagar,lohawat
8526,______ _______,______,______,jodhpur,0,lohawat jatawas,tejanagar,lohawat
8527,______ _______,__________ ___,______,jodhpur,0,lohawat jatawas,vishwakarma nagar,lohawat
8528,______ _______,______,______,jodhpur,0,lohawat jatawas,bigser,lohawat
8529,______,_______,______,jodhpur,0,jaloda,jaloda,lohawat
8530,______,_____,______,jodhpur,0,jaloda,ghamener,lohawat
8531,______,_______ _______ ___,______,jodhpur,0,jaloda,tikaram paliwal nagar,lohawat
8532,______,________ __ ____,______,jodhpur,0,jaloda,dhani of meghwalas,lohawat
8533,______,____ __ ____,______,jodhpur,0,jaloda,dalji's dhani,lohawat
8534,______,___________ __ ____,______,jodhpur,0,jaloda,dhani of sidarupavats,lohawat
8535,____,____,______,jodhpur,0,shine,shine,lohawat
8536,____,_______ ___,______,jodhpur,0,shine,shairram nagar,lohawat
8537,____,________ ___,______,jodhpur,0,shine,tulsiram nagar,lohawat
8538,____,_______ __ ____,______,jodhpur,0,shine,daris dhani,lohawat
8539,_____ ____ __ ____,_________,______,jodhpur,0,jangu bano ki dhani,vishnunagar,lohawat
8540,_____ ____ __ ____,_________,______,jodhpur,0,jangu bano ki dhani,sundanagar,lohawat
8541,_____ ____ __ ____,_____ ____ __ ____,______,jodhpur,0,jangu bano ki dhani,jangu bano ki dhani,lohawat
8542,_____ ____ __ ____,_______,______,jodhpur,0,jangu bano ki dhani,dhoklanagar,lohawat
8543,_____ ____ __ ____,______ __ _____,______,jodhpur,0,jangu bano ki dhani,jhardeji ki bhakhari,lohawat
8544,_____ ____ __ ____,_______ ____ ________,______,jodhpur,0,jangu bano ki dhani,khanpura aka dumadery,lohawat
8545,_____ ____ __ ____,__________,______,jodhpur,0,jangu bano ki dhani,laxminagar,lohawat
8546,______,______,______,jodhpur,0,moolraj,moolraj,lohawat
8547,______,________,______,jodhpur,0,moolraj,sanvalanagar,lohawat
8548,______,_________,______,jodhpur,0,moolraj,vishnunagar,lohawat
8549,______,____,______,jodhpur,0,moolraj,dabur,lohawat
8550,______,____ ___,______,jodhpur,0,moolraj,dhaka nagar,lohawat
8551,______,____ ___,______,jodhpur,0,moolraj,neda nagar,lohawat
8552,______,_____,______,jodhpur,0,moolraj,sabalsar,lohawat
8553,______ __ ____ - _______,______ __ ____ _______,______,jodhpur,0,indo ki dhani - second,indo's dhani ii,lohawat
8554,______ __ ____ - _______,_________,______,jodhpur,0,indo ki dhani - second,kelanada,lohawat
8555,______ __ ____ - _______,_____ ___,______,jodhpur,0,indo ki dhani - second,kaswa nagar,lohawat
8556,______ __ ____ - _______,_______ __ ____ ( _____ ___ ),______,jodhpur,0,indo ki dhani - second,khanuram's dhani (krishna nagar),lohawat
8557,________,________,____,jodhpur,0,bornada,bornada,luni
8558,________,______,____,jodhpur,0,bornada,gangana,luni
8559,________,_____ _______,____,jodhpur,0,bornada,basni silavata,luni
8560,______,______,____,jodhpur,0,chichdali,chichdali,luni
8561,______,_______,____,jodhpur,0,chichdali,rabdia,luni
8562,______,_______,____,jodhpur,0,chichdali,imamnagar,luni
8563,______,______,____,jodhpur,0,chichdali,kanasar,luni
8564,______,_________,____,jodhpur,0,chichdali,sheranenagar,luni
8565,______,________,____,jodhpur,0,chichdali,purkhawas,luni
8566,______,______ ___,____,jodhpur,0,chichdali,mehna nagar,luni
8567,________,________,____,jodhpur,0,janadesar,janadesar,luni
8568,________,_________,____,jodhpur,0,janadesar,mehramnagar,luni
8569,________,__________,____,jodhpur,0,janadesar,khejdalanada,luni
8570,________,________,____,jodhpur,0,janadesar,pabunada,luni
8571,________,_______,____,jodhpur,0,janadesar,hingola,luni
8572,________,_______,____,jodhpur,0,janadesar,rannagar,luni
8573,________,________,____,jodhpur,0,janadesar,chirainagar,luni
8574,________,_______,____,jodhpur,0,janadesar,sawannagar,luni
8575,________,________,____,jodhpur,0,janadesar,gulabnagar,luni
8576,___,___,____,jodhpur,0,dhawa,dhawa,luni
8577,___,_____ ___,____,jodhpur,0,dhawa,dhavecha nagar,luni
8578,___,___________,____,jodhpur,0,dhawa,rajeshwarnagar,luni
8579,___,_______,____,jodhpur,0,dhawa,modathley,luni
8580,___,_____,____,jodhpur,0,dhawa,melba,luni
8581,___,_______,____,jodhpur,0,dhawa,piprali,luni
8582,___,____,____,jodhpur,0,dhawa,chali,luni
8583,___,___ _______,____,jodhpur,0,dhawa,dhava ii,luni
8584,___,__________,____,jodhpur,0,dhawa,rabdiawas,luni
8585,_____ _______,_____ _______,____,jodhpur,0,dipada khichian,dipada khichian,luni
8586,_____ _______,______,____,jodhpur,0,dipada khichian,sewala,luni
8587,_______,_______,____,jodhpur,0,budlas,budlas,luni
8588,_______,__ _______,____,jodhpur,0,budlas,chak baddis,luni
8589,_______,________,____,jodhpur,0,budlas,mukanpura,luni
8590,_______,_______,____,jodhpur,0,budlas,karaninagar,luni
8591,_______,______ _____,____,jodhpur,0,budlas,bhandu khurd,luni
8592,_______,______,____,jodhpur,0,budlas,ramnagar,luni
8593,____,____,____,jodhpur,0,finch,finch,luni
8594,____,_______,____,jodhpur,0,finch,hamirnagar,luni
8595,____,_________,____,jodhpur,0,finch,hanumannagar,luni
8596,_______,_______,____,jodhpur,0,subdity,subdity,luni
8597,_______,_________,____,jodhpur,0,subdity,mahadevanagar,luni
8598,_______,_____,____,jodhpur,0,subdity,sinli,luni
8599,_______,_______,____,jodhpur,0,subdity,kagnada,luni
8600,_______,______,____,jodhpur,0,subdity,nainasar,luni
8601,_______,_______,____,jodhpur,0,subdity,zutsar,luni
8602,_______,______,____,jodhpur,0,subdity,magrasar,luni
8603,_______,______,____,jodhpur,0,subdity,dadasar,luni
8604,_______,_____,____,jodhpur,0,subdity,army,luni
8605,____,____,____,jodhpur,0,luni,luni,luni
8606,____,_____,____,jodhpur,0,luni,rajor,luni
8607,_________,_________,____,jodhpur,0,shikarpura,shikarpura,luni
8608,_________,_________,____,jodhpur,0,shikarpura,sewalanagar,luni
8609,_________,___________,____,jodhpur,0,shikarpura,rajeshwarnagar,luni
8610,_________,_______,____,jodhpur,0,shikarpura,salavas,luni
8611,_________,__________,____,jodhpur,0,shikarpura,purohitan,luni
8612,_____,_____,____,jodhpur,0,sarecha,sarecha,luni
8613,_____,____ _____,____,jodhpur,0,sarecha,kheda sarecha,luni
8614,_____,__,____,jodhpur,0,sarecha,sir,luni
8615,_____,_______,____,jodhpur,0,sarecha,sardargarh,luni
8616,_____,________ __,____,jodhpur,0,sarecha,nimbala sir,luni
8617,_____,_____ ____,____,jodhpur,0,sarecha,basni filt,luni
8618,_____ ____,_____ ____,____,jodhpur,0,mogda kalan,mogda kalan,luni
8619,_____ ____,________,____,jodhpur,0,mogda kalan,shekhanada,luni
8620,_____ ____,__________,____,jodhpur,0,mogda kalan,mogadakhurd,luni
8621,____ _________,____ _________,____,jodhpur,0,guda vishnoi,guda vishnoi,luni
8622,____ _________,____ ______,____,jodhpur,0,guda vishnoi,guda raikan,luni
8623,____ _________,______ ___,____,jodhpur,0,guda vishnoi,balaji nagar,luni
8624,____ _________,_______,____,jodhpur,0,guda vishnoi,mangalnagar,luni
8625,____ _________,_____ ______,____,jodhpur,0,guda vishnoi,basni mark,luni
8626,________ _________,________ _________,____,jodhpur,0,kharabera purohitan,kharabera purohitan,luni
8627,________ _________,________ _______,____,jodhpur,0,kharabera purohitan,kharabera bhimavata,luni
8628,________ _________,______,____,jodhpur,0,kharabera purohitan,devanagar,luni
8629,________ _________,______,____,jodhpur,0,kharabera purohitan,rajnagar,luni
8630,________ _________,_______,____,jodhpur,0,kharabera purohitan,dingana,luni
8631,________ _________,_________,____,jodhpur,0,kharabera purohitan,rajpuria,luni
8632,________ _________,________ _________,____,jodhpur,0,kharabera purohitan,pabupura kumharan,luni
8633,____ _______,____ _______,____,jodhpur,0,modi joshiyan,modi joshiyan,luni
8634,______,______,______,jodhpur,0,osian,osian,osian
8635,______,______ ___,______,jodhpur,0,osian,pratap nagar,osian
8636,______,________,______,jodhpur,0,osian,jatipura,osian
8637,______,____ _________,______,jodhpur,0,osian,baba ramdevanagar,osian
8638,______,________,______,jodhpur,0,osian,simrathnagar,osian
8639,______,_____,______,jodhpur,0,osian,basni,osian
8640,_______,_______,____,jodhpur,0,lolawas,lolawas,luni
8641,_______,_______,____,jodhpur,0,lolawas,murtuka,luni
8642,_______,________,____,jodhpur,0,lolawas,mokalasani,luni
8643,_______,________,____,jodhpur,0,lolawas,signsney,luni
8644,________,________,____,jodhpur,0,altakasani,altakasani,luni
8645,________,_____,____,jodhpur,0,altakasani,rasida,luni
8646,________,_______,____,jodhpur,0,altakasani,bidasani,luni
8647,________,_____ _____,____,jodhpur,0,altakasani,kharda randhir,luni
8648,_______,_______,____,jodhpur,0,salavas,salavas,luni
8649,_______,_______ _____,____,jodhpur,0,salavas,salavas railway,luni
8650,_______,______,____,jodhpur,0,salavas,station,luni
8651,_______,_______,____,jodhpur,0,salavas,kisar,luni
8652,_____ ___,_____ ___,______,jodhpur,0,nevra road,nevra road,osian
8653,_____ ___,_____,______,jodhpur,0,nevra road,bigmi,osian
8654,___,___,______,jodhpur,0,thob,thob,osian
8655,___,______ ____,______,jodhpur,0,thob,evalki dhora,osian
8656,___,_________,______,jodhpur,0,thob,jasnathpura,osian
8657,___,_____ __ ____,______,jodhpur,0,thob,bhakro ki dhani,osian
8658,___,___,______,jodhpur,0,sheep,sheep,osian
8659,___,_________,______,jodhpur,0,sheep,hanumannagar,osian
8660,___,_______,______,jodhpur,0,sheep,rawalanagar,osian
8661,___,_______,______,jodhpur,0,sheep,nimbala,osian
8662,___,_______,______,jodhpur,0,sheep,jambhnagar,osian
8663,___,_____ ___,______,jodhpur,0,sheep,hariom nagar,osian
8664,___,_________,______,jodhpur,0,sheep,ramdevanagar,osian
8665,_____,_____,______,jodhpur,0,bhakhari,bhakhari,osian
8666,_____,_________,______,jodhpur,0,bhakhari,vishnunagar,osian
8667,_____,_______ ___,______,jodhpur,0,bhakhari,rewat singh nagar,osian
8668,_____,____,______,jodhpur,0,bhakhari,barthal,osian
8669,_____,___ _________,______,jodhpur,0,bhakhari,veer durgadas,osian
8670,_____,___,______,jodhpur,0,bhakhari,city,osian
8671,_____,_________ ___,______,jodhpur,0,bhakhari,jambheshwar nagar,osian
8672,_____,_____ ____,______,jodhpur,0,bhakhari,bhakhari dhani,osian
8673,_____,______,______,jodhpur,0,bhakhari,shivnagar,osian
8674,______,______,______,jodhpur,0,samrau,samrau,osian
8675,______,______,______,jodhpur,0,samrau,harinagar,osian
8676,______,_______,______,jodhpur,0,samrau,sivasagar,osian
8677,______,_______,______,jodhpur,0,samrau,psnagar,osian
8678,______,_______ ____,______,jodhpur,0,samrau,nimbly bera,osian
8679,______,_______,______,jodhpur,0,samrau,lalsagar,osian
8680,_______,_______,______,jodhpur,0,sarannagar,sarannagar,osian
8681,_______,_____ __ ____,______,jodhpur,0,sarannagar,jakdo ki dhani,osian
8682,_______,________,______,jodhpur,0,sarannagar,ishwarnagar,osian
8683,_______,_____ __ ____,______,jodhpur,0,sarannagar,bhaduo ki dhani,osian
8684,_____ _____,_____ _____,______,jodhpur,0,khabda khurd,khabda khurd,osian
8685,_____ _____,_________,______,jodhpur,0,khabda khurd,vishnunagar,osian
8686,_____ _____,_____ __ ____,______,jodhpur,0,khabda khurd,dhani dhani,osian
8687,_____ _____,_____ _____,______,jodhpur,0,khabda khurd,khabda kalla,osian
8688,______,______,______,jodhpur,0,khetasar,khetasar,osian
8689,______,________,______,jodhpur,0,khetasar,jasnathnagar,osian
8690,______,_________,______,jodhpur,0,khetasar,integrity,osian
8691,______,_______,______,jodhpur,0,khetasar,karaninagar,osian
8692,_______,_______,______,jodhpur,0,eklakhi,eklakhi,osian
8693,_______,_________,______,jodhpur,0,eklakhi,samarathalanagar,osian
8694,_______,______,______,jodhpur,0,eklakhi,winter,osian
8695,_______,______,______,jodhpur,0,eklakhi,shivnagar,osian
8696,_______,______ ___,______,jodhpur,0,eklakhi,balaji nagar,osian
8697,_______,_____ ___,______,jodhpur,0,eklakhi,hariom nagar,osian
8698,____,____,_____,jodhpur,0,saline,saline,falodi
8699,____,_______,_____,jodhpur,0,saline,savatsar,falodi
8700,____,_______,_____,jodhpur,0,saline,dayasagar,falodi
8701,____,_____,_____,jodhpur,0,saline,shimla,falodi
8702,____,_______,_____,jodhpur,0,saline,shivpura,falodi
8703,____,_____,_____,jodhpur,0,saline,raida,falodi
8704,___,___,_____,jodhpur,0,dhadhu,dhadhu,falodi
8705,___,_______ __,_____,jodhpur,0,dhadhu,vishnoi chak,falodi
8706,___,_____ ___,_____,jodhpur,0,dhadhu,umani nagar,falodi
8707,___,____ ___,_____,jodhpur,0,dhadhu,kelan nagar,falodi
8708,___,____ ___,_____,jodhpur,0,dhadhu,bhadu nagar,falodi
8709,___,____ __,_____,jodhpur,0,dhadhu,matol chak,falodi
8710,_____ ___,_____ ___,_____,jodhpur,0,bawdi art,bawdi art,falodi
8711,_____ ___,______,_____,jodhpur,0,bawdi art,udayanagar,falodi
8712,_____ ___,_____ _____,_____,jodhpur,0,bawdi art,bawdi khurd,falodi
8713,_____ ___,_________,_____,jodhpur,0,bawdi art,chandranagar,falodi
8714,_____ ___,________,_____,jodhpur,0,bawdi art,acezinagar,falodi
8715,_____ ___,_________,_____,jodhpur,0,bawdi art,mayakoria,falodi
8716,______,______,_____,jodhpur,0,kundal,kundal,falodi
8717,______,_______,_____,jodhpur,0,kundal,kapdiser,falodi
8718,______,______,_____,jodhpur,0,kundal,service,falodi
8719,,_____,_____,jodhpur,0,,bagga,falodi
8720,_________,_________,_____,jodhpur,0,bagtikalan,bagtikalan,falodi
8721,_________,__________ ___,_____,jodhpur,0,bagtikalan,shivdan singh nagar,falodi
8722,_________,______,_____,jodhpur,0,bagtikalan,lokayat,falodi
8723,_______,_______,_____,jodhpur,0,jagaria,jagaria,falodi
8724,_______,_____,_____,jodhpur,0,jagaria,bhojka,falodi
8725,_______,____,_____,jodhpur,0,jagaria,gopa,falodi
8726,_______,_____,_____,jodhpur,0,jagaria,paper,falodi
8727,_______,_______,_____,jodhpur,0,sawanism,sawanism,falodi
8728,_______,______,_____,jodhpur,0,sawanism,shivnagar,falodi
8729,_______,_______ __ ____,_____,jodhpur,0,sawanism,udani ki dhani,falodi
8730,_______,_____ ____,_____,jodhpur,0,sawanism,anadra nada,falodi
8731,_______,________ ___,_____,jodhpur,0,sawanism,ram shakti nagar,falodi
8732,________,________,_____,jodhpur,0,chiterbera,chiterbera,falodi
8733,________,_______,_____,jodhpur,0,chiterbera,mohranagar,falodi
8734,________,_______ ____,_____,jodhpur,0,chiterbera,chainpura kalan,falodi
8735,______,______,_____,jodhpur,0,bhojasar,bhojasar,falodi
8736,______,________ __ ____,_____,jodhpur,0,bhojasar,village of dhatwalas,falodi
8737,______,________ ___,_____,jodhpur,0,bhojasar,kalirana nagar,falodi
8738,______,_________,_____,jodhpur,0,bhojasar,hanumannagar,falodi
8739,_______,_______,_____,jodhpur,0,bhinayasar,bhinayasar,falodi
8740,_______,________,_____,jodhpur,0,bhinayasar,jambhasagar,falodi
8741,_______,________ ___,_____,jodhpur,0,bhinayasar,banswara nagar,falodi
8742,______,______,_____,jodhpur,0,padial,padial,falodi
8743,______,______,_____,jodhpur,0,padial,asolai,falodi
8744,______,_________,_____,jodhpur,0,padial,ramdevanagar,falodi
8745,______,_________,_____,jodhpur,0,padial,jowarnada,falodi
8746,______,_____ __ ____,_____,jodhpur,0,padial,khichdo ki dhani,falodi
8747,______,_____,_____,jodhpur,0,padial,ranisar,falodi
8748,______,_______ ____,_____,jodhpur,0,padial,southern dhani,falodi
8749,______,_____ __ ____,_____,jodhpur,0,padial,dhani ki dhani,falodi
8750,______,_______,_____,jodhpur,0,padial,ganesanagar,falodi
8751,_____,_____,_____,jodhpur,0,thickness,thickness,falodi
8752,_____,_______,_____,jodhpur,0,thickness,haripura,falodi
8753,_____,____ __________,_____,jodhpur,0,thickness,shaheed mohanramnagar,falodi
8754,_____,_____________,_____,jodhpur,0,thickness,jambheshwaranagari,falodi
8755,_____,________,_____,jodhpur,0,thickness,raikabagh,falodi
8756,_____,______,_____,jodhpur,0,thickness,balasar,falodi
8757,_____,____,_____,jodhpur,0,thickness,chidi,falodi
8758,_____,________,_____,jodhpur,0,thickness,sanvalanagar,falodi
8759,_____,________,_____,jodhpur,0,thickness,gandhinagar,falodi
8760,_____,_________,_____,jodhpur,0,thickness,shivnagarkala,falodi
8761,_____,_________,_____,jodhpur,0,thickness,samalaninagar,falodi
8762,____,____,_____,jodhpur,0,malar,malar,falodi
8763,____,________,_____,jodhpur,0,malar,siamali,falodi
8764,____,______,_____,jodhpur,0,malar,godarli,falodi
8765,____,___,_____,jodhpur,0,malar,rin,falodi
8766,____,___ __ ____,_____,jodhpur,0,malar,magra of nath,falodi
8767,_____ _______,_____ _______,_____,jodhpur,0,nokhada bhatian,nokhada bhatian,falodi
8768,_____ _______,_____ ______,_____,jodhpur,0,nokhada bhatian,nokhada branan,falodi
8769,_____ _______,_____ ______,_____,jodhpur,0,nokhada bhatian,nokhada godara,falodi
8770,_________ __ ____,_________ __ ____,_____,jodhpur,0,sajnani dhani,sajnani dhani,falodi
8771,_________ __ ____,_______,_____,jodhpur,0,sajnani dhani,imamnagar,falodi
8772,_________ __ ____,_________,_____,jodhpur,0,sajnani dhani,ummednagar,falodi
8773,_________ __ ____,_____ __ ____,_____,jodhpur,0,sajnani dhani,kukdo dhani,falodi
8774,_______,_______,_____,jodhpur,0,jagaria,jagaria,falodi
8775,_______,_____,_____,jodhpur,0,jagaria,bhojka,falodi
8776,_______,_____,_____,jodhpur,0,jagaria,paper,falodi
8777,______,______,_____,jodhpur,0,bapini,bapini,falodi
8778,______,_______ __ ____,_____,jodhpur,0,bapini,dhani of juuns,falodi
8779,______,_______,_____,jodhpur,0,bapini,dedicara,falodi
8780,_____,_____,_____,jodhpur,0,bithdi,bithdi,falodi
8781,_____,____,_____,jodhpur,0,bithdi,kalara,falodi
8782,______,______,_____,jodhpur,0,barjasar,barjasar,falodi
8783,______,________,_____,jodhpur,0,barjasar,rajivnagar,falodi
8784,______,_____ __ ____,_____,jodhpur,0,barjasar,the dhani of thets,falodi
8785,______,__________ ___,_____,jodhpur,0,barjasar,vishwakarma nagar,falodi
8786,_________,_________,_____,jodhpur,0,gandhisagar,gandhisagar,falodi
8787,_________,______,_____,jodhpur,0,gandhisagar,godana,falodi
8788,_________,________,_____,jodhpur,0,gandhisagar,bhagwannagar,falodi
8789,_________,________,_____,jodhpur,0,gandhisagar,subhashnagar,falodi
8790,_________,_______,_____,jodhpur,0,gandhisagar,sainagar,falodi
8791,_________,______,_____,jodhpur,0,gandhisagar,panchayat,falodi
8792,_____,_____,______ ___,jodhpur,0,riya,riya,peepad city
8793,_____,_____,______ ___,jodhpur,0,riya,bugki,peepad city
8794,_____,_______,______ ___,jodhpur,0,riya,javasia,peepad city
8795,_______,_______,______ ___,jodhpur,0,madaliya,madaliya,peepad city
8796,_______,________,______ ___,jodhpur,0,madaliya,gadasuria,peepad city
8797,_______,_______,______ ___,jodhpur,0,madaliya,sowania,peepad city
8798,_________,_________,______ ___,jodhpur,0,ravaniana,ravaniana,peepad city
8799,_________,_________,______ ___,jodhpur,0,ravaniana,thinglanagar,peepad city
8800,_________,______,______ ___,jodhpur,0,ravaniana,kharia,peepad city
8801,_________,______,______ ___,jodhpur,0,ravaniana,annue,peepad city
8802,_______,_______,______ ___,jodhpur,0,chirdhani,chirdhani,peepad city
8803,_______,_______,______ ___,jodhpur,0,chirdhani,runcia,peepad city
8804,_______,_______,______ ___,jodhpur,0,chirdhani,janinagar,peepad city
8805,____,____,______ ___,jodhpur,0,boyal,boyal,peepad city
8806,____,______,______ ___,jodhpur,0,boyal,jaspali,peepad city
8807,____,_______,______ ___,jodhpur,0,boyal,rayanagar,peepad city
8808,____,____,______ ___,jodhpur,0,chaudha,chaudha,peepad city
8809,____,________,______ ___,jodhpur,0,chaudha,jairupnagar,peepad city
8810,____,____,______ ___,jodhpur,0,chaudha,banan,peepad city
8811,____,_________,______ ___,jodhpur,0,chaudha,vishnunagar,peepad city
8812,____,_______,______ ___,jodhpur,0,chaudha,pabunagar,peepad city
8813,________,________,______ ___,jodhpur,0,bhundana,bhundana,peepad city
8814,________,____,______ ___,jodhpur,0,bhundana,kagal,peepad city
8815,________,_______,______ ___,jodhpur,0,bhundana,doodinagar,peepad city
8816,_________,_________ ,______ ___,jodhpur,0,ratkudia,ratkudia,peepad city
8817,_________,___________,______ ___,jodhpur,0,ratkudia,sargiyakhurd,peepad city
8818,_________,__________,______ ___,jodhpur,0,ratkudia,sargiakalan,peepad city
8819,____,____,______ ___,jodhpur,0,malar,malar,peepad city
8820,____,_________,______ ___,jodhpur,0,malar,vishnunagar,peepad city
8821,____,______,______ ___,jodhpur,0,malar,shekhanagar,peepad city
8822,__________,__________,______ ___,jodhpur,0,quartetic,quartetic,peepad city
8823,__________,________,______ ___,jodhpur,0,quartetic,marasia,peepad city
8824,____________,____________,______ ___,jodhpur,0,paladishida,paladishida,peepad city
8825,____________,_____,______ ___,jodhpur,0,paladishida,jasnagar,peepad city
8826,____________,_____ ______,______ ___,jodhpur,0,paladishida,basni kharia,peepad city
8827,________,________,______,jodhpur,0,ketukalan,ketukalan,sekhala
8828,________,_______ ___,______,jodhpur,0,ketukalan,hatesingh nagar,sekhala
8829,________,_____,______,jodhpur,0,ketukalan,sabalgarh,sekhala
8830,________,______,______,jodhpur,0,ketukalan,khetnagar,sekhala
8831,_______,_______,______,jodhpur,0,ketumada,ketumada,sekhala
8832,_______,_________ ___,______,jodhpur,0,ketumada,jambheshwar nagar,sekhala
8833,_______,_______,______,jodhpur,0,ketumada,fatehanagar,sekhala
8834,_______,________ ___,______,jodhpur,0,ketumada,jaghusinh nagar,sekhala
