current_gp_name,old_gp_villages,old_gp_village_fixed,district,ps,order,gp_goog_translate,gp_village_goog_translate,ps_goog_translate,gp_village_fixed
जोजरों का खेडा,मोखमसिंह जी का खेडा,मोखमसिंह जी का खेडा,chittorgarh,गंगरार,9045,jozaro's kheda,mokhmsingh ji's kheda,gangrar,
जोजरों का खेडा,जीवा नायकों का खेडा,जीवा नायकों का खेडा,chittorgarh,गंगरार,9046,jozaro's kheda,kheda of jeeva nayaks,gangrar,
जोजरों का खेडा,दाता का खेडा,दाता का खेडा,chittorgarh,गंगरार,9047,jozaro's kheda,donor's kheda,gangrar,
जोजरों का खेडा,गुलाबपुरा,गुलाबपुरा,chittorgarh,गंगरार,9048,jozaro's kheda,gulabpura,gangrar,
जोजरों का खेडा,शम्भुपुरा,शम्भुपुरा,chittorgarh,गंगरार,9049,jozaro's kheda,shambhupura,gangrar,
जोजरों का खेडा,नंगपुरा,नंगपुरा,chittorgarh,गंगरार,9050,jozaro's kheda,nangpura,gangrar,
जोजरों का खेडा,नया खेडा,नया खेडा,chittorgarh,गंगरार,9051,jozaro's kheda,new kheda,gangrar,
जोजरों का खेडा,मेवासा,मेवासा,chittorgarh,गंगरार,9052,jozaro's kheda,mewasa,gangrar,
जोजरों का खेडा,ढोडा,ढोडा,chittorgarh,गंगरार,9053,jozaro's kheda,dhoda,gangrar,
जोजरों का खेडा,मोखमपुरा,मोखमपुरा,chittorgarh,गंगरार,9054,jozaro's kheda,mokhampura,gangrar,
जोजरों का खेडा,लाम्बिया,लाम्बिया,chittorgarh,गंगरार,9055,jozaro's kheda,lambia,gangrar,
जोजरों का खेडा,दादीया,दादीया,chittorgarh,गंगरार,9056,jozaro's kheda,grandma,gangrar,
जोजरों का खेडा,गोवलिया,गोवलिया,chittorgarh,गंगरार,9057,jozaro's kheda,gowlia,gangrar,
जोजरों का खेडा,सूरतसिंह जी खेडा,सूरतसिंह जी खेडा,chittorgarh,गंगरार,9058,jozaro's kheda,surat singh ji kheda,gangrar,
जोजरों का खेडा,( ग्राम दानी ग्राम ),( ग्राम दानी ग्राम ),chittorgarh,गंगरार,9059,jozaro's kheda,transliterate village name :( gram dani gram),gangrar,
सुदरी,सुदरी,सुदरी,chittorgarh,गंगरार,9060,suudari,suudari,gangrar,
सुदरी,कुरातिया,कुरातिया,chittorgarh,गंगरार,9061,suudari,kuratia,gangrar,
सुदरी,करेडिया,करेडिया,chittorgarh,गंगरार,9062,suudari,cardia,gangrar,
सुदरी,राईपुरिया,राईपुरिया,chittorgarh,गंगरार,9063,suudari,raipuria,gangrar,
सुदरी,बालागंज,बालागंज,chittorgarh,गंगरार,9066,suudari,balaganj,gangrar,
सुदरी,अमरपुरा,अमरपुरा,chittorgarh,गंगरार,9067,suudari,amarpura,gangrar,
राजपुरा,आगरा,आगरा,chittorgarh,भैसरोड़गढ़,9070,rajpura,agra,bhaisrodgarh,
राजपुरा,कृपापुर,कृपापुर,chittorgarh,भैसरोड़गढ़,9071,rajpura,kripapur,bhaisrodgarh,
राजपुरा,रावतपुरा,रावतपुरा,chittorgarh,भैसरोड़गढ़,9072,rajpura,rawatpura,bhaisrodgarh,
राजपुरा,अजपुरा,अजपुरा,chittorgarh,भैसरोड़गढ़,9073,rajpura,ajpura,bhaisrodgarh,
राजपुरा,अरेणां कलां,अरेणां कलां,chittorgarh,भैसरोड़गढ़,9074,rajpura,arean kalan,bhaisrodgarh,
राजपुरा,राजपुरा,राजपुरा,chittorgarh,भैसरोड़गढ़,9075,rajpura,rajpura,bhaisrodgarh,
राजपुरा,धुनिया 10. दूधीतलाई,धुनिया 10. दूधीतलाई,chittorgarh,भैसरोड़गढ़,9076,rajpura,dhunia 10. dudhitalai,bhaisrodgarh,
राजपुरा,उदपुरिया खरनाई,उदपुरिया खरनाई,chittorgarh,भैसरोड़गढ़,9077,rajpura,udpuria kharnai,bhaisrodgarh,
टोलो का लुहारिया,परलाईखुर्द गुर्जरो का मोरवन,परलाईखुर्द गुर्जरो का मोरवन,chittorgarh,भैसरोड़गढ़,9086,tolo's luharia,morvan of parlikurd gurjaro,bhaisrodgarh,
टोलो का लुहारिया,टोलो का लुहारिया केवडो का लुहारिया,टोलो का लुहारिया केवडो का लुहारिया,chittorgarh,भैसरोड़गढ़,9087,tolo's luharia,tolo's luharia kevado's luharia,bhaisrodgarh,
टोलो का लुहारिया,दोलपुरा,दोलपुरा,chittorgarh,भैसरोड़गढ़,9088,tolo's luharia,dolpura,bhaisrodgarh,
टोलो का लुहारिया,हाडो की मोरवन,हाडो की मोरवन,chittorgarh,भैसरोड़गढ़,9089,tolo's luharia,hado's morvan,bhaisrodgarh,
टोलो का लुहारिया,हमेरगंज,हमेरगंज,chittorgarh,भैसरोड़गढ़,9090,tolo's luharia,hamerganj,bhaisrodgarh,
टोलो का लुहारिया,सेमलिया,सेमलिया,chittorgarh,भैसरोड़गढ़,9091,tolo's luharia,semalia,bhaisrodgarh,
टोलो का लुहारिया,खडामा,खडामा,chittorgarh,भैसरोड़गढ़,9092,tolo's luharia,khadama,bhaisrodgarh,
देवपुरा,देवपुरा,देवपुरा,chittorgarh,भैसरोड़गढ़,9095,devpura,devpura,bhaisrodgarh,
देवपुरा,दरीबा,दरीबा,chittorgarh,भैसरोड़गढ़,9096,devpura,dariba,bhaisrodgarh,
देवपुरा,प्रेमपुरा,प्रेमपुरा,chittorgarh,भैसरोड़गढ़,9097,devpura,prempura,bhaisrodgarh,
देवपुरा,नीमडी 4 .,नीमडी 4 .,chittorgarh,भैसरोड़गढ़,9098,devpura,neemdi 4.,bhaisrodgarh,
देवपुरा,कंवरपुरा,कंवरपुरा,chittorgarh,भैसरोड़गढ़,9100,devpura,kanwarpura,bhaisrodgarh,
देवपुरा,बावडीखेडा,बावडीखेडा,chittorgarh,भैसरोड़गढ़,9101,devpura,bawdikheda,bhaisrodgarh,
बाडोलिया,जावरा कलां,जावरा कलां,chittorgarh,भैंसरोड़गढ़,9102,badolia,javra kalan,bhainsrodgarh,
बाडोलिया,जावरा खुर्द,जावरा खुर्द,chittorgarh,भैंसरोड़गढ़,9103,badolia,javra khurd,bhainsrodgarh,
बाडोलिया,झालर बावडी,झालर बावडी,chittorgarh,भैंसरोड़गढ़,9104,badolia,jhalar bawdi,bhainsrodgarh,
बाडोलिया,सांखलों का ढूंढा,सांखलों का ढूंढा,chittorgarh,भैंसरोड़गढ़,9105,badolia,finding of branches,bhainsrodgarh,
बाडोलिया,बाडोलिया,बाडोलिया,chittorgarh,भैंसरोड़गढ़,9106,badolia,badolia,bhainsrodgarh,
बाडोलिया,तेंदुआ,तेंदुआ,chittorgarh,भैंसरोड़गढ़,9107,badolia,leopard,bhainsrodgarh,
बाडोलिया,कचोलिया,कचोलिया,chittorgarh,भैंसरोड़गढ़,9108,badolia,kacholia,bhainsrodgarh,
बाडोलिया,नीम का खेडा,नीम का खेडा,chittorgarh,भैंसरोड़गढ़,9109,badolia,neem ka kheda,bhainsrodgarh,
बाडोलिया,सणीता,सणीता,chittorgarh,भैंसरोड़गढ़,9110,badolia,sanita,bhainsrodgarh,
बाडोलिया,देवपुरिया,देवपुरिया,chittorgarh,भैंसरोड़गढ़,9111,badolia,devpuria,bhainsrodgarh,
बाडोलिया,मउपुरा,मउपुरा,chittorgarh,भैंसरोड़गढ़,9112,badolia,maupura,bhainsrodgarh,
बाडोलिया,थमलाव,थमलाव,chittorgarh,भैंसरोड़गढ़,9113,badolia,thamlav,bhainsrodgarh,
बाडोलिया,खेडली,खेडली,chittorgarh,भैंसरोड़गढ़,9114,badolia,khedli,bhainsrodgarh,
बाडोलिया,कुण्डालिया,कुण्डालिया,chittorgarh,भैंसरोड़गढ़,9115,badolia,kundalia,bhainsrodgarh,
बडोदा,बडोदा,बडोदा,dungarpur,आसपुर,9116,badoda,badoda,aspur,
बडोदा,मठ झरियाणा,मठ झरियाणा,dungarpur,आसपुर,9117,badoda,math jharna,aspur,
बडोदा,महुआला,महुआला,dungarpur,आसपुर,9118,badoda,mahuala,aspur,
पूंजपुर,पूंजपुर 2. गोठमहुडी,पूंजपुर 2. गोठमहुडी,dungarpur,आसपुर,9119,poonjpur,poonjpur 2. gothmahudi,aspur,
पूंजपुर,निहालपुरा,निहालपुरा,dungarpur,आसपुर,9120,poonjpur,nihalpura,aspur,
पूंजपुर,भटवाडा,भटवाडा,dungarpur,आसपुर,9121,poonjpur,bhatwada,aspur,
गणेशपुर,1.गणेशपुर,1.गणेशपुर,dungarpur,आसपुर,9122,ganeshpur,1. ganeshpur,aspur,
गणेशपुर,टांटिया,टांटिया,dungarpur,आसपुर,9123,ganeshpur,tantia,aspur,
गणेशपुर,गडा भाभा,गडा भाभा,dungarpur,आसपुर,9124,ganeshpur,gada bhabha,aspur,
गणेशपुर,कातरवा,कातरवा,dungarpur,आसपुर,9125,ganeshpur,katarwa,aspur,
पारडाथूर,पारडाथूर,पारडाथूर,dungarpur,आसपुर,9126,pardathur,pardathur,aspur,
पारडाथूर,पालथूर,पालथूर,dungarpur,आसपुर,9127,pardathur,palathur,aspur,
खलील,खलील,खलील,dungarpur,आसपुर,9128,khalil,khalil,aspur,
खलील,धाणी ढूंढा 3. बोकडसेल,धाणी ढूंढा 3. बोकडसेल,dungarpur,आसपुर,9129,khalil,dhani find 3. bokdsel,aspur,
खलील,4 धाणीदानजी,धाणीदानजी,dungarpur,आसपुर,9130,khalil,dhanidanji,aspur,
खलील,कांकरी,कांकरी,dungarpur,आसपुर,9131,khalil,kankari,aspur,
खलील,धाटा,धाटा,dungarpur,आसपुर,9132,khalil,dhata,aspur,
खलील,7 गमीरपुरा,गमीरपुरा,dungarpur,आसपुर,9133,khalil,gamirpura,aspur,
कतिसौर,कतिसौर,कतिसौर,dungarpur,आसपुर,9134,katisaur,katisaur,aspur,
कतिसौर,2.रायणा,2.रायणा,dungarpur,आसपुर,9135,katisaur,2. rai,aspur,
कतिसौर,3 खुमानपुरा,खुमानपुरा,dungarpur,आसपुर,9136,katisaur,khumanpura,aspur,
कतिसौर,सूरजपुर,सूरजपुर,dungarpur,आसपुर,9137,katisaur,surajpur,aspur,
बनकोडा,बनकोडा,बनकोडा,dungarpur,आसपुर,9138,bankoda,bankoda,aspur,
बनकोडा,नेपालपुरा 3. धाणी तालाब,नेपालपुरा 3. धाणी तालाब,dungarpur,आसपुर,9139,bankoda,nepalpura 3. dhani talab,aspur,
गलियाणा,गलियाणा,गलियाणा,dungarpur,आसपुर,9141,galiana,galiana,aspur,
गलियाणा,लोकिया बनकोडा,लोकिया बनकोडा,dungarpur,आसपुर,9142,galiana,lokia bankoda,aspur,
भेवडी,भेवडी,भेवडी,dungarpur,आसपुर,9143,bhevdi,bhevdi,aspur,
भेवडी,धाणी खजुर 3. उस्मानिया,धाणी खजुर 3. उस्मानिया,dungarpur,आसपुर,9144,bhevdi,dhani khajur 3. usmania,aspur,
भेवडी,4.नयागाँव,4.नयागाँव,dungarpur,आसपुर,9145,bhevdi,4. nayagaon,aspur,
दौलपुरा,दोलपुरा,दोलपुरा,dungarpur,आसपुर,9146,daulpura,dolpura,aspur,
दौलपुरा,पारडा चूण्डावत,पारडा चूण्डावत,dungarpur,आसपुर,9147,daulpura,parda chundawat,aspur,
दौलपुरा,गडा अरण्डिया,गडा अरण्डिया,dungarpur,आसपुर,9148,daulpura,gada castia,aspur,
दौलपुरा,4.भाटोली,4.भाटोली,dungarpur,आसपुर,9149,daulpura,4.,aspur,
दौलपुरा,नया टापरा,नया टापरा,dungarpur,आसपुर,9150,daulpura,new tapra,aspur,
लोडावल,लोडावल,लोडावल,dungarpur,आसपुर,9151,lodawal,lodawal,aspur,
लोडावल,2.भाडगा,2.भाडगा,dungarpur,आसपुर,9152,lodawal,2.,aspur,
लोडावल,ओडा,ओडा,dungarpur,आसपुर,9153,lodawal,oda,aspur,
लोडावल,वरवासा जागीर,वरवासा जागीर,dungarpur,आसपुर,9154,lodawal,varwasa jagir,aspur,
दिवडा छोटा,दिवडा छोटा,दिवडा छोटा,dungarpur,सागवाडा,9155,diwada small,diwada small,sagwada,
दिवडा छोटा,आदर्श कॉलोनी,आदर्श कॉलोनी,dungarpur,सागवाडा,9156,diwada small,adarsh ​​colony,sagwada,
दिवडा छोटा,3 कलेली फला,कलेली फला,dungarpur,सागवाडा,9157,diwada small,kaleli fala,sagwada,
दिवडा छोटा,नया तालाब,नया तालाब,dungarpur,सागवाडा,9158,diwada small,new pond,sagwada,
दिवडा छोटा,खांटवाडा,खांटवाडा,dungarpur,सागवाडा,9159,diwada small,khantwada,sagwada,
दिवडा छोटा,लिमडी,लिमडी,dungarpur,सागवाडा,9160,diwada small,limdi,sagwada,
दिवडा छोटा,सुरजगांव,सुरजगांव,dungarpur,सागवाडा,9161,diwada small,surajgaon,sagwada,
भीलुडा,भीलुडा,भीलुडा,dungarpur,सागवाडा,9162,bhiluda,bhiluda,sagwada,
भीलुडा,डोली,डोली,dungarpur,सागवाडा,9163,bhiluda,doli,sagwada,
भीलुडा,तोरणिया,तोरणिया,dungarpur,सागवाडा,9164,bhiluda,torania,sagwada,
भीलुडा,फलातेड,फलातेड,dungarpur,सागवाडा,9165,bhiluda,falateed,sagwada,
वगेरी,वगेरी,वगेरी,dungarpur,सागवाडा,9166,wageri,wageri,sagwada,
वगेरी,भीलूडी,भीलूडी,dungarpur,सागवाडा,9167,wageri,bhiludi,sagwada,
वगेरी,पारडा मोरू,पारडा मोरू,dungarpur,सागवाडा,9168,wageri,parda moru,sagwada,
वगेरी,4.धाणी माला,4.धाणी माला,dungarpur,सागवाडा,9169,wageri,4. dhani mala,sagwada,
वगेरी,5 धाणी कला,धाणी कला,dungarpur,सागवाडा,9170,wageri,dhani art,sagwada,
वगेरी,सुखा पादर,सुखा पादर,dungarpur,सागवाडा,9171,wageri,dried player,sagwada,
पारडा मेहता,पारडा मेहता,पारडा मेहता,dungarpur,सागवाडा,9172,parda mehta,parda mehta,sagwada,
पारडा मेहता,बोरखेड,बोरखेड,dungarpur,सागवाडा,9173,parda mehta,borkhed,sagwada,
पारडा मेहता,झोहरा,झोहरा,dungarpur,सागवाडा,9174,parda mehta,jhohara,sagwada,
जेठाणा,जेठाणा,जेठाणा,dungarpur,सागवाडा,9175,jethana,jethana,sagwada,
जेठाणा,गुमानपुरा,गुमानपुरा,dungarpur,सागवाडा,9176,jethana,gumanpura,sagwada,
सेमलिया पंण्ड्या,सेमलिया पंण्ड्या,सेमलिया पंण्ड्या,dungarpur,सागवाडा,9177,semalia pandya,semalia pandya,sagwada,
सेमलिया पंण्ड्या,लिम्बोड बडी,लिम्बोड बडी,dungarpur,सागवाडा,9178,semalia pandya,limbod buddy,sagwada,
सेमलिया पंण्ड्या,लिम्बोड छोटी,लिम्बोड छोटी,dungarpur,सागवाडा,9179,semalia pandya,limbod chhoti,sagwada,
सेमलिया पंण्ड्या,4.वनखण्ड कांठल,4.वनखण्ड कांठल,dungarpur,सागवाडा,9180,semalia pandya,4. vankhand kanthal,sagwada,
सेमलिया पंण्ड्या,टिमुरवा,टिमुरवा,dungarpur,सागवाडा,9181,semalia pandya,timurwa,sagwada,
सेमलिया पंण्ड्या,कैलाशपुरी,कैलाशपुरी,dungarpur,सागवाडा,9182,semalia pandya,kailashpuri,sagwada,
सेमलिया पंण्ड्या,गडा लालसिह,गडा लालसिह,dungarpur,सागवाडा,9183,semalia pandya,gada lal singh,sagwada,
सेमलिया पंण्ड्या,शिवरामपुर,शिवरामपुर,dungarpur,सागवाडा,9184,semalia pandya,shivrampur,sagwada,
डैयाणा,डैयाणा,डैयाणा,dungarpur,सागवाडा,9185,diyana,diyana,sagwada,
डैयाणा,पटली,पटली,dungarpur,सागवाडा,9186,diyana,patli,sagwada,
डैयाणा,उदयपुरा माफी,उदयपुरा माफी,dungarpur,सागवाडा,9187,diyana,udaipur waiver,sagwada,
डैयाणा,वासेला,वासेला,dungarpur,सागवाडा,9188,diyana,washela,sagwada,
जोगपुर,जोगपुर,जोगपुर,dungarpur,सागवाडा,9189,jogpur,jogpur,sagwada,
जोगपुर,खुटवाडा,खुटवाडा,dungarpur,सागवाडा,9190,jogpur,khutwada,sagwada,
जोगपुर,खुमानपुर 4. सियालदरी,खुमानपुर 4. सियालदरी,dungarpur,सागवाडा,9191,jogpur,khumanpur 4. sealdari,sagwada,
घाटा का गांव,घाटा का गांव,घाटा का गांव,dungarpur,सागवाडा,9192,ghat village,ghat village,sagwada,
घाटा का गांव,पाडलिया घांटा,पाडलिया घांटा,dungarpur,सागवाडा,9193,ghat village,padalia ghata,sagwada,
घाटा का गांव,जादेला छोटा,जादेला छोटा,dungarpur,सागवाडा,9194,ghat village,jadelle chhota,sagwada,
घाटा का गांव,4.जादेला,4.जादेला,dungarpur,सागवाडा,9195,ghat village,4. jadella,sagwada,
घाटा का गांव,सेमलिया घांटा,सेमलिया घांटा,dungarpur,सागवाडा,9196,ghat village,semalia ghat,sagwada,
बडगामा,बडगामा,बडगामा,dungarpur,सीमलवाडा,9197,budgama,budgama,seemalwada,
बडगामा,दाद,दाद,dungarpur,सीमलवाडा,9198,budgama,ringworm,seemalwada,
बावडी,बावडी,बावडी,dungarpur,सीमलवाडा,9199,bawdi,bawdi,seemalwada,
बावडी,पियोला,पियोला,dungarpur,सीमलवाडा,9200,bawdi,piola,seemalwada,
दरियाटी,चन्द्रोडियां,चन्द्रोडियां,dungarpur,सीमलवाडा,9201,dariyati,chandraodians,seemalwada,
दरियाटी,दरियाटी,दरियाटी,dungarpur,सीमलवाडा,9202,dariyati,dariyati,seemalwada,
दरियाटी,3 काबेरी बडी,काबेरी बडी,dungarpur,सीमलवाडा,9203,dariyati,kaberi big,seemalwada,
दरियाटी,काबेरी छोटी,काबेरी छोटी,dungarpur,सीमलवाडा,9204,dariyati,kaberi chhoti,seemalwada,
दरियाटी,खुमानपुरा,खुमानपुरा,dungarpur,सीमलवाडा,9205,dariyati,khumanpura,seemalwada,
दरियाटी,पारडा दरियाटी,पारडा दरियाटी,dungarpur,सीमलवाडा,9206,dariyati,parda dariyati,seemalwada,
धनगांव,1.भागातालाब,1.भागातालाब,dungarpur,सीमलवाडा,9207,dhangaon,1. bhagatalab,seemalwada,
धनगांव,चक धनगांव,चक धनगांव,dungarpur,सीमलवाडा,9208,dhangaon,chak dhangaon,seemalwada,
धनगांव,धनगांव,धनगांव,dungarpur,सीमलवाडा,9209,dhangaon,dhangaon,seemalwada,
धनगांव,पाटियां,पाटियां,dungarpur,सीमलवाडा,9210,dhangaon,patians,seemalwada,
धनगांव,7 धनोरा,धनोरा,dungarpur,सीमलवाडा,9211,dhangaon,dhanora,seemalwada,
धनगांव,कटारापाडा,कटारापाडा,dungarpur,सीमलवाडा,9212,dhangaon,katarapada,seemalwada,
धनगांव,नोलिया वाडा,नोलिया वाडा,dungarpur,सीमलवाडा,9213,dhangaon,nolia wada,seemalwada,
ड्रॅगर,ढेबरा,ढेबरा,dungarpur,सीमलवाडा,9214,drugger,dhebara,seemalwada,
ड्रॅगर,ड्रॅगर 3. फतेहपुरा,ड्रॅगर 3. फतेहपुरा,dungarpur,सीमलवाडा,9215,drugger,drugger 3. fatehpura,seemalwada,
ड्रॅगर,मोरासारण,मोरासारण,dungarpur,सीमलवाडा,9216,drugger,morasaran,seemalwada,
ड्रॅगर,राफडी,राफडी,dungarpur,सीमलवाडा,9217,drugger,rafdi,seemalwada,
ड्रॅगर,बरूनाडा,बरूनाडा,dungarpur,सीमलवाडा,9218,drugger,barunada,seemalwada,
ड्रॅगर,सारणखास,सारणखास,dungarpur,सीमलवाडा,9219,drugger,sarankhas,seemalwada,
गुन्दलारा,भचडियाजगतान,भचडियाजगतान,dungarpur,सीमलवाडा,9220,gundalara,bhachadiagata,seemalwada,
गुन्दलारा,दारू धावडा,दारू धावडा,dungarpur,सीमलवाडा,9221,gundalara,daru dhawada,seemalwada,
गुन्दलारा,गलालपुरा,गलालपुरा,dungarpur,सीमलवाडा,9222,gundalara,galalapura,seemalwada,
गुन्दलारा,गुन्दलारा,गुन्दलारा,dungarpur,सीमलवाडा,9223,gundalara,gundalara,seemalwada,
गुन्दलारा,गुन्दलरा छोटा फला,गुन्दलरा छोटा फला,dungarpur,सीमलवाडा,9224,gundalara,gundalara small flame,seemalwada,
गुन्दलारा,पलसाउ,पलसाउ,dungarpur,सीमलवाडा,9225,gundalara,palasau,seemalwada,
गुन्दलारा,उदडियां,उदडियां,dungarpur,सीमलवाडा,9226,gundalara,limites,seemalwada,
गुन्दलारा,धरमपुरी,धरमपुरी,dungarpur,सीमलवाडा,9227,gundalara,dharampuri,seemalwada,
गुन्दलारा,9 भचडिया खास,भचडिया खास,dungarpur,सीमलवाडा,9228,gundalara,bhachadia khas,seemalwada,
कोचरी,कोचरी,कोचरी,dungarpur,सीमलवाडा,9229,cochri,cochri,seemalwada,
कोचरी,न . ब . दाद कोचरी,न . ब . दाद कोचरी,dungarpur,सीमलवाडा,9230,cochri,no. b . shrine cochry,seemalwada,
कोचरी,सलाखडी,सलाखडी,dungarpur,सीमलवाडा,9231,cochri,salakhadi,seemalwada,
कोचरी,शिशोट,शिशोट,dungarpur,सीमलवाडा,9232,cochri,shishot,seemalwada,
कुआ,गन्डेरी,गन्डेरी,dungarpur,सीमलवाडा,9233,well,ganderi,seemalwada,
कुआ,गेहुवा,गेहुवा,dungarpur,सीमलवाडा,9234,well,wheat,seemalwada,
कुआ,कुंआ,कुंआ,dungarpur,सीमलवाडा,9235,well,well,seemalwada,
कुआ,मिठी लिमडी,मिठी लिमडी,dungarpur,सीमलवाडा,9236,well,mithi limdi,seemalwada,
कुआ,मानपारडा,मानपारडा,dungarpur,सीमलवाडा,9237,well,manparada,seemalwada,
कुआ,लिखतिया पंचकुण्डी,लिखतिया पंचकुण्डी,dungarpur,सीमलवाडा,9238,well,likia panchkundi,seemalwada,
कुआ,पंच कुण्डी,पंच कुण्डी,dungarpur,सीमलवाडा,9239,well,panch kundi,seemalwada,
कुआ,पियोला,पियोला,dungarpur,सीमलवाडा,9240,well,piola,seemalwada,
नई बस्ती बडगामा,वांदेला,वांदेला,dungarpur,सीमलवाडा,9241,new basti budgama,wandela,seemalwada,
नई बस्ती बडगामा,चक चडियाला,चक चडियाला,dungarpur,सीमलवाडा,9242,new basti budgama,chak chadiala,seemalwada,
नई बस्ती बडगामा,खोखरवा,खोखरवा,dungarpur,सीमलवाडा,9243,new basti budgama,khokharwa,seemalwada,
नई बस्ती बडगामा,नई बस्ती बडगामा,नई बस्ती बडगामा,dungarpur,सीमलवाडा,9244,new basti budgama,new basti budgama,seemalwada,
साकोदरा,भाण्डेला,भाण्डेला,dungarpur,सीमलवाडा,9245,sakodara,bhandela,seemalwada,
साकोदरा,बोरमाता,बोरमाता,dungarpur,सीमलवाडा,9246,sakodara,bormata,seemalwada,
साकोदरा,गडीट,गडीट,dungarpur,सीमलवाडा,9247,sakodara,gadit,seemalwada,
साकोदरा,4.गुलाबपुरा,4.गुलाबपुरा,dungarpur,सीमलवाडा,9248,sakodara,4. gulabpura,seemalwada,
साकोदरा,गुमानपुरा 6. कुण्डेला,गुमानपुरा 6. कुण्डेला,dungarpur,सीमलवाडा,9249,sakodara,gumanpura 6. kundela,seemalwada,
साकोदरा,ओजरियां,ओजरियां,dungarpur,सीमलवाडा,9250,sakodara,ozrians,seemalwada,
साकोदरा,राठडी,राठडी,dungarpur,सीमलवाडा,9251,sakodara,rathdi,seemalwada,
साकोदरा,साकोदरा,साकोदरा,dungarpur,सीमलवाडा,9252,sakodara,sakodara,seemalwada,
साकोदरा,ससलई,ससलई,dungarpur,सीमलवाडा,9253,sakodara,salai,seemalwada,
सेण्डोला,चडियाला,चडियाला,dungarpur,सीमलवाडा,9254,sendola,chadiala,seemalwada,
सेण्डोला,ढूँढी 3. रोयडा,ढूँढी 3. रोयडा,dungarpur,सीमलवाडा,9255,sendola,find 3. royda,seemalwada,
सेण्डोला,सेण्डोला,सेण्डोला,dungarpur,सीमलवाडा,9256,sendola,sendola,seemalwada,
सेण्डोला,सोहनवडली,सोहनवडली,dungarpur,सीमलवाडा,9257,sendola,sohanvadali,seemalwada,
चितरी,चितरी,चितरी,dungarpur,सीमलवाडा,9258,chitri,chitri,seemalwada,
चितरी,दाहला उर्फ,दाहला उर्फ,dungarpur,सीमलवाडा,9259,chitri,dahla aka,seemalwada,
चितरी,डामरियां,डामरियां,dungarpur,सीमलवाडा,9260,chitri,asphalts,seemalwada,
चितरी,हिम्मतपुरा,हिम्मतपुरा,dungarpur,सीमलवाडा,9261,chitri,himmatpura,seemalwada,
गडा जसराजपुर,गडा जसराजपुर,गडा जसराजपुर,dungarpur,सीमलवाडा,9262,gada jasrajpur,gada jasrajpur,seemalwada,
गडा जसराजपुर,बडगी,बडगी,dungarpur,सीमलवाडा,9263,gada jasrajpur,budgi,seemalwada,
गडा जसराजपुर,पारडा माताजी,पारडा माताजी,dungarpur,सीमलवाडा,9264,gada jasrajpur,parda mataji,seemalwada,
गडा मेडतियां,गडा मेडतियां,गडा मेडतियां,dungarpur,सीमलवाडा,9265,gada medicals,gada medicals,seemalwada,
गडा मेडतियां,छापरोका कुआ,छापरोका कुआ,dungarpur,सीमलवाडा,9266,gada medicals,chhapraroa kua,seemalwada,
गडा मेडतियां,लिम्बडियां,लिम्बडियां,dungarpur,सीमलवाडा,9267,gada medicals,limbadians,seemalwada,
गडा मेडतियां,उबली,उबली,dungarpur,सीमलवाडा,9268,gada medicals,ubli,seemalwada,
जसेला,जसेला,जसेला,dungarpur,सीमलवाडा,9269,jasela,jasela,seemalwada,
जसेला,पारडा विष्णुजी,पारडा विष्णुजी,dungarpur,सीमलवाडा,9270,jasela,parda vishnu,seemalwada,
जसेला,रामसौर,रामसौर,dungarpur,सीमलवाडा,9271,jasela,ramsaur,seemalwada,
जसेला,केसरपुरा,केसरपुरा,dungarpur,सीमलवाडा,9272,jasela,kesarpura,seemalwada,
जसेला,नैनसावा,नैनसावा,dungarpur,सीमलवाडा,9273,jasela,nansava,seemalwada,
जसेला,काली का पारडा,काली का पारडा,dungarpur,सीमलवाडा,9274,jasela,kali's parada,seemalwada,
जसेला,तम्बोलिया,तम्बोलिया,dungarpur,सीमलवाडा,9275,jasela,tambolia,seemalwada,
कसारिया,कसारिया,कसारिया,dungarpur,सीमलवाडा,9276,kasaria,kasaria,seemalwada,
कसारिया,मोदरा उर्फ,मोदरा उर्फ,dungarpur,सीमलवाडा,9277,kasaria,modra aka,seemalwada,
कसारिया,मोदरा उर्फ पृथ्वीपुरा,मोदरा उर्फ पृथ्वीपुरा,dungarpur,सीमलवाडा,9278,kasaria,modra aka prithvipura,seemalwada,
कसारिया,रतनपुरा 5. ढेबरियां,रतनपुरा 5. ढेबरियां,dungarpur,सीमलवाडा,9279,kasaria,ratanpura 5. dhebaris,seemalwada,
कसारिया,गडिया,गडिया,dungarpur,सीमलवाडा,9280,kasaria,gadiya,seemalwada,
रातडियां,रातडियां,रातडियां,dungarpur,सीमलवाडा,9281,right,right,seemalwada,
रातडियां,नवाघरा माताजी,नवाघरा माताजी,dungarpur,सीमलवाडा,9282,right,nawaghara mataji,seemalwada,
रातडियां,मोरडी,मोरडी,dungarpur,सीमलवाडा,9283,right,mordi,seemalwada,
गलियाकोट,गलियाकोट,गलियाकोट,dungarpur,सीमलवाडा,9284,galiakot,galiakot,seemalwada,
गलियाकोट,जुई तलाई,जुई तलाई,dungarpur,सीमलवाडा,9285,galiakot,jui talai,seemalwada,
बांकडा,अमरपुरा,अमरपुरा,dungarpur,सीमलवाडा,9286,bankada,amarpura,seemalwada,
बांकडा,2.बांकडा,2.बांकडा,dungarpur,सीमलवाडा,9287,bankada,2. bankada,seemalwada,
