order,gp_name,gp_villages,panchayat_samiti,district,verified_or_not,gp_name_goog_translate,gp_village_goog_translate,ps_goog_translate,,,,,,,,,,,,,,
9863,मेरियाखेड़ी,ढ़ीकनिया,प्रतापगढ़,nagaur,0,meeriakhedi,dhikania,pratapgarh,,,,,,,,,,,,,,
9864,मेरियाखेड़ी,पाड़ाखोरा,प्रतापगढ़,nagaur,0,meeriakhedi,padakhora,pratapgarh,,,,,,,,,,,,,,
9865,मेरियाखेड़ी,सेवरा,प्रतापगढ़,nagaur,0,meeriakhedi,sevara,pratapgarh,,,,,,,,,,,,,,
9866,मेरियाखेड़ी,शिकारगाह,प्रतापगढ़,nagaur,0,meeriakhedi,hunting,pratapgarh,,,,,,,,,,,,,,
9867,खोरिया,खोरिया,प्रतापगढ़,nagaur,0,khoria,khoria,pratapgarh,,,,,,,,,,,,,,
9868,खोरिया,पदमपुरा,प्रतापगढ़,nagaur,0,khoria,padampura,pratapgarh,,,,,,,,,,,,,,
9869,खोरिया,आमलीफला,प्रतापगढ़,nagaur,0,khoria,amleifla,pratapgarh,,,,,,,,,,,,,,
9870,खोरिया,नया टापरा,प्रतापगढ़,nagaur,0,khoria,new tapra,pratapgarh,,,,,,,,,,,,,,
9871,खोरिया,गुमानपुरा बड़ा,प्रतापगढ़,nagaur,0,khoria,gumanpura bada,pratapgarh,,,,,,,,,,,,,,
9872,खोरिया,नगपुरा ( गै . आ . ),प्रतापगढ़,nagaur,0,khoria,nagpura (ga. a),pratapgarh,,,,,,,,,,,,,,
9873,खोरिया,सेमलो का खेडा ( गै . आ . ),प्रतापगढ़,nagaur,0,khoria,semlo ka kheda (ga.),pratapgarh,,,,,,,,,,,,,,
9874,खोरिया,गुमानपुरा छोटा ( गै . आ . ),प्रतापगढ़,nagaur,0,khoria,gumanpura chhota (ga.a.),pratapgarh,,,,,,,,,,,,,,
9875,खोरिया,पिपलीखेडा नंबर,प्रतापगढ़,nagaur,0,khoria,piplikheda number,pratapgarh,,,,,,,,,,,,,,
9876,खोरिया,बम्बोरी,प्रतापगढ़,nagaur,0,khoria,bombori,pratapgarh,,,,,,,,,,,,,,
9877,खोरिया,झातला,प्रतापगढ़,nagaur,0,khoria,jatla,pratapgarh,,,,,,,,,,,,,,
9878,खोरिया,चमलावदा,प्रतापगढ़,nagaur,0,khoria,chamlavada,pratapgarh,,,,,,,,,,,,,,
9879,खोरिया,कल्याणपुरा खुर्द ( गै . आ . ),प्रतापगढ़,nagaur,0,khoria,kalyanpura khurd (ga.),pratapgarh,,,,,,,,,,,,,,
9880,खोरिया,वगतपुरा ( गै . आ . ),प्रतापगढ़,nagaur,0,khoria,jaggatpura (ga. a),pratapgarh,,,,,,,,,,,,,,
9881,खोरिया,केसरपुरा,प्रतापगढ़,nagaur,0,khoria,kesarpura,pratapgarh,,,,,,,,,,,,,,
9882,खोरिया,साबाखेडा प्रथम,प्रतापगढ़,nagaur,0,khoria,sabakheda i,pratapgarh,,,,,,,,,,,,,,
9883,खोरिया,साबाखेडा दिव्तीय,प्रतापगढ़,nagaur,0,khoria,sabakheda diwant,pratapgarh,,,,,,,,,,,,,,
9884,खोरिया,चरपोटा का पठार,प्रतापगढ़,nagaur,0,khoria,charpota plateau,pratapgarh,,,,,,,,,,,,,,
9885,खोरिया,दलेलपुरा सांगीका,प्रतापगढ़,nagaur,0,khoria,dalelpura sangika,pratapgarh,,,,,,,,,,,,,,
9886,खोरिया,तायरी ( लापरी ) ( गै . आ . ),प्रतापगढ़,nagaur,0,khoria,tayari (lapri) (ga.),pratapgarh,,,,,,,,,,,,,,
9887,खोरिया,आंबाखेडा,प्रतापगढ़,nagaur,0,khoria,ambakheda,pratapgarh,,,,,,,,,,,,,,
9888,खोरिया,उम्मेदपूरा,प्रतापगढ़,nagaur,0,khoria,ummedpura,pratapgarh,,,,,,,,,,,,,,
9889,खोरिया,दलेलपुरा मोटा ( गै . आ . ),प्रतापगढ़,nagaur,0,khoria,dalelpura mota (ga.),pratapgarh,,,,,,,,,,,,,,
9890,बरडिया,बरडिया,प्रतापगढ़,nagaur,0,burdia,burdia,pratapgarh,,,,,,,,,,,,,,
9891,बरडिया,सामंतपुरा,प्रतापगढ़,nagaur,0,burdia,samantpura,pratapgarh,,,,,,,,,,,,,,
9892,बरडिया,खाखरीखेडा नंबर ( गै.आ. ),प्रतापगढ़,nagaur,0,burdia,khakharikheda number (g.a.),pratapgarh,,,,,,,,,,,,,,
9893,बरडिया,हरीपुरा ( गै . आ . ),प्रतापगढ़,nagaur,0,burdia,haripura (ga.a.),pratapgarh,,,,,,,,,,,,,,
9894,बरडिया,भमेरिया,प्रतापगढ़,nagaur,0,burdia,bhameria,pratapgarh,,,,,,,,,,,,,,
9895,बरडिया,उमरीखेडा,प्रतापगढ़,nagaur,0,burdia,umrikheda,pratapgarh,,,,,,,,,,,,,,
9896,बरडिया,कुशालपुरा,प्रतापगढ़,nagaur,0,burdia,kushalpura,pratapgarh,,,,,,,,,,,,,,
9897,बरडिया,कोलवी,प्रतापगढ़,nagaur,0,burdia,kolvi,pratapgarh,,,,,,,,,,,,,,
9898,बरडिया,काजली,प्रतापगढ़,nagaur,0,burdia,kajali,pratapgarh,,,,,,,,,,,,,,
9899,बरडिया,खेडा ( काजलीखेडा ),प्रतापगढ़,nagaur,0,burdia,kheda (kajlikheda),pratapgarh,,,,,,,,,,,,,,
9900,बरडिया,कनकपुरा,प्रतापगढ़,nagaur,0,burdia,kanakpura,pratapgarh,,,,,,,,,,,,,,
9901,रठान्जना,रठान्जना,प्रतापगढ़,nagaur,0,rathanjna,rathanjna,pratapgarh,,,,,,,,,,,,,,
9902,रठान्जना,हरिपुरा ( गै . आ . ),प्रतापगढ़,nagaur,0,rathanjna,haripura (ga.a.),pratapgarh,,,,,,,,,,,,,,
9903,रठान्जना,बरखेडा ( रामप्रद ),प्रतापगढ़,nagaur,0,rathanjna,barkheda (ramprada),pratapgarh,,,,,,,,,,,,,,
9904,रठान्जना,घोडावद,प्रतापगढ़,nagaur,0,rathanjna,ghodavad,pratapgarh,,,,,,,,,,,,,,
9905,रठान्जना,गोपालपुरा,प्रतापगढ़,nagaur,0,rathanjna,gopalpura,pratapgarh,,,,,,,,,,,,,,
9906,रठान्जना,राठोडो का खेडा ( गै.आ. ),प्रतापगढ़,nagaur,0,rathanjna,rathodo ka kheda (g.a),pratapgarh,,,,,,,,,,,,,,
9907,थडा,थडा,प्रतापगढ़,nagaur,0,thada,thada,pratapgarh,,,,,,,,,,,,,,
9908,थडा,जसवंतपुरा,प्रतापगढ़,nagaur,0,thada,jaswantpura,pratapgarh,,,,,,,,,,,,,,
9909,थडा,बिलाखेडा,प्रतापगढ़,nagaur,0,thada,bilakheda,pratapgarh,,,,,,,,,,,,,,
9910,थडा,लालपुरा उर्फ,प्रतापगढ़,nagaur,0,thada,lalpura aka,pratapgarh,,,,,,,,,,,,,,
9911,थडा,पीपलखेड़ी,प्रतापगढ़,nagaur,0,thada,pipalkhedi,pratapgarh,,,,,,,,,,,,,,
9912,थडा,रंजाल ( गै . आ . ),प्रतापगढ़,nagaur,0,thada,ranjal (ga.a.),pratapgarh,,,,,,,,,,,,,,
9913,थडा,कनोरा,प्रतापगढ़,nagaur,0,thada,kanora,pratapgarh,,,,,,,,,,,,,,
9914,नारायणखेडा,नारायणखेडा,प्रतापगढ़,nagaur,0,narayanakheda,narayanakheda,pratapgarh,,,,,,,,,,,,,,
9915,नारायणखेडा,कुंडवारूंडी ( गै . आ . ),प्रतापगढ़,nagaur,0,narayanakheda,kundwarundi (ga.),pratapgarh,,,,,,,,,,,,,,
9916,नारायणखेडा,कुडाटापरा,प्रतापगढ़,nagaur,0,narayanakheda,kudatapara,pratapgarh,,,,,,,,,,,,,,
9917,नारायणखेडा,पीपलीटापरा,प्रतापगढ़,nagaur,0,narayanakheda,peeplitopra,pratapgarh,,,,,,,,,,,,,,
9918,नारायणखेडा,बिल्यारूंडी,प्रतापगढ़,nagaur,0,narayanakheda,bilyundi,pratapgarh,,,,,,,,,,,,,,
9919,नारायणखेडा,आमलीखोरा,प्रतापगढ़,nagaur,0,narayanakheda,amalikhora,pratapgarh,,,,,,,,,,,,,,
9920,नारायणखेडा,खीजनखेडा 1 .,प्रतापगढ़,nagaur,0,narayanakheda,khajankheda 1.,pratapgarh,,,,,,,,,,,,,,
9921,नारायणखेडा,हवनियारूंडी,प्रतापगढ़,nagaur,0,narayanakheda,havaniarundi,pratapgarh,,,,,,,,,,,,,,
9922,नारायणखेडा,पारखंदा,प्रतापगढ़,nagaur,0,narayanakheda,parikhanda,pratapgarh,,,,,,,,,,,,,,
9923,नारायणखेडा,कलसिया,प्रतापगढ़,nagaur,0,narayanakheda,kalasia,pratapgarh,,,,,,,,,,,,,,
9924,नारायणखेडा,खेरियादो,प्रतापगढ़,nagaur,0,narayanakheda,kheriado,pratapgarh,,,,,,,,,,,,,,
9925,कुलमीपुरा,कुलमीपुरा,प्रतापगढ़,nagaur,0,kulmipur,kulmipur,pratapgarh,,,,,,,,,,,,,,
9926,कुलमीपुरा,टांडा,प्रतापगढ़,nagaur,0,kulmipur,tanda,pratapgarh,,,,,,,,,,,,,,
9927,कुलमीपुरा,ढलमू,प्रतापगढ़,nagaur,0,kulmipur,dhalmu,pratapgarh,,,,,,,,,,,,,,
9928,कुलमीपुरा,अम्बामाता,प्रतापगढ़,nagaur,0,kulmipur,ambamata,pratapgarh,,,,,,,,,,,,,,
9929,कुलमीपुरा,मजेसरीया,प्रतापगढ़,nagaur,0,kulmipur,majesariya,pratapgarh,,,,,,,,,,,,,,
9930,धमोतर,धमोतर,प्रतापगढ़,nagaur,0,dhamotar,dhamotar,pratapgarh,,,,,,,,,,,,,,
9931,धमोतर,बावडीखेडा,प्रतापगढ़,nagaur,0,dhamotar,bawdikheda,pratapgarh,,,,,,,,,,,,,,
9932,धमोतर,चौकडी,प्रतापगढ़,nagaur,0,dhamotar,chowki,pratapgarh,,,,,,,,,,,,,,
9933,धमोतर,भगवानपुरा,प्रतापगढ़,nagaur,0,dhamotar,bhagwanpura,pratapgarh,,,,,,,,,,,,,,
9934,धमोतर,चरीटापरा,प्रतापगढ़,nagaur,0,dhamotar,charitapara,pratapgarh,,,,,,,,,,,,,,
9935,धमोतर,महुडीखेडा,प्रतापगढ़,nagaur,0,dhamotar,mahudikheda,pratapgarh,,,,,,,,,,,,,,
9936,भीम,भीम, भीम ,rajmasand,0,bhima,bhima,bhima,,,,,,,,,,,,,,
9937,भीम,पेलाडोल, भीम ,rajmasand,0,bhima,peladol,bhima,,,,,,,,,,,,,,
9938,भीम,नेडी, भीम ,rajmasand,0,bhima,nedi,bhima,,,,,,,,,,,,,,
9939,भीम,कलालिया, भीम ,rajmasand,0,bhima,kalalia,bhima,,,,,,,,,,,,,,
9940,भीम,बालातो की गंवार, भीम ,rajmasand,0,bhima,balato gun,bhima,,,,,,,,,,,,,,
9941,भीम,कुण्डाल की गवार, भीम ,rajmasand,0,bhima,kundal's gawar,bhima,,,,,,,,,,,,,,
9942,बरार,बरार, भीम ,rajmasand,0,brar,brar,bhima,,,,,,,,,,,,,,
9943,बरार,मायलाखेत, भीम ,rajmasand,0,brar,mylakhet,bhima,,,,,,,,,,,,,,
9944,बरार,बिच्छुदडा, भीम ,rajmasand,0,brar,scorpion,bhima,,,,,,,,,,,,,,
9945,बरार,दपटा, भीम ,rajmasand,0,brar,dip,bhima,,,,,,,,,,,,,,
9946,बरार,पदमेला, भीम ,rajmasand,0,brar,padmela,bhima,,,,,,,,,,,,,,
9947,बरार,हामेला की वैर, भीम ,rajmasand,0,brar,hamela's vair,bhima,,,,,,,,,,,,,,
9948,बरार,औटा, भीम ,rajmasand,0,brar,auta,bhima,,,,,,,,,,,,,,
9949,बरार,देवराजनगर, भीम ,rajmasand,0,brar,devarajanagar,bhima,,,,,,,,,,,,,,
9950,कुवारिया,कुंवारिया,राजसमन्द,rajmasand,0,kuvariya,kunwaria,rajsamand,,,,,,,,,,,,,,
9951,कुवारिया,खाखलिया खेडा,राजसमन्द,rajmasand,0,kuvariya,khakhalia kheda,rajsamand,,,,,,,,,,,,,,
9952,महासतियो का मादडी,महा 0 मादडी,राजसमन्द,rajmasand,0,mahasati's maddi,maha 0 maddi,rajsamand,,,,,,,,,,,,,,
9953,महासतियो का मादडी,घाटी,राजसमन्द,rajmasand,0,mahasati's maddi,valley,rajsamand,,,,,,,,,,,,,,
9954,महासतियो का मादडी,खेमाखेडा,राजसमन्द,rajmasand,0,mahasati's maddi,khemakheda,rajsamand,,,,,,,,,,,,,,
9955,महासतियो का मादडी,डुलियाणा,राजसमन्द,rajmasand,0,mahasati's maddi,duliana,rajsamand,,,,,,,,,,,,,,
9956,महासतियो का मादडी,डुमखेडा,राजसमन्द,rajmasand,0,mahasati's maddi,dumkheda,rajsamand,,,,,,,,,,,,,,
9957,महासतियो का मादडी,रुपा खेडा,राजसमन्द,rajmasand,0,mahasati's maddi,rupa kheda,rajsamand,,,,,,,,,,,,,,
9958,महासतियो का मादडी,रावो का खेडा,राजसमन्द,rajmasand,0,mahasati's maddi,ravo's kheda,rajsamand,,,,,,,,,,,,,,
9959,भावा,भावा,राजसमन्द,rajmasand,0,bhava,bhava,rajsamand,,,,,,,,,,,,,,
9960,भावा,सोनीयाणा,राजसमन्द,rajmasand,0,bhava,soniyana,rajsamand,,,,,,,,,,,,,,
9961,भावा,बागपुरा,राजसमन्द,rajmasand,0,bhava,baghpura,rajsamand,,,,,,,,,,,,,,
9962,भावा,तरसिंगडा,राजसमन्द,rajmasand,0,bhava,tarsingda,rajsamand,,,,,,,,,,,,,,
9963,भावा,प्रतापपुरा,राजसमन्द,rajmasand,0,bhava,pratappura,rajsamand,,,,,,,,,,,,,,
9964,पडासली,पडासली,राजसमन्द,rajmasand,0,padasali,padasali,rajsamand,,,,,,,,,,,,,,
9965,पडासली,माडावाडा,राजसमन्द,rajmasand,0,padasali,madawada,rajsamand,,,,,,,,,,,,,,
9966,पडासली,मादडी देवस्थान,राजसमन्द,rajmasand,0,padasali,maddi devasthan,rajsamand,,,,,,,,,,,,,,
9967,पडासली,केंरिग जी का,राजसमन्द,rajmasand,0,padasali,kerig ji's,rajsamand,,,,,,,,,,,,,,
9968,पडासली,खेडा,राजसमन्द,rajmasand,0,padasali,kheda,rajsamand,,,,,,,,,,,,,,
9969,पडासली,कनावदा,राजसमन्द,rajmasand,0,padasali,kanavada,rajsamand,,,,,,,,,,,,,,
9970,बामनटुकडा,बामनटुकडा,राजसमन्द,rajmasand,0,bamantukada,bamantukada,rajsamand,,,,,,,,,,,,,,
9971,बामनटुकडा,आरवाडा,राजसमन्द,rajmasand,0,bamantukada,arvada,rajsamand,,,,,,,,,,,,,,
9972,बामनटुकडा,मियारी,राजसमन्द,rajmasand,0,bamantukada,miyari,rajsamand,,,,,,,,,,,,,,
9973,बामनटुकडा,करेडा,राजसमन्द,rajmasand,0,bamantukada,kareda,rajsamand,,,,,,,,,,,,,,
9974,बामनटुकडा,दोलतपुरा,राजसमन्द,rajmasand,0,bamantukada,dotpura,rajsamand,,,,,,,,,,,,,,
9975,बामनटुकडा,खेतों की भागल,राजसमन्द,rajmasand,0,bamantukada,farm bhagal,rajsamand,,,,,,,,,,,,,,
9976,बामनटुकडा,डाबला,राजसमन्द,rajmasand,0,bamantukada,dabla,rajsamand,,,,,,,,,,,,,,
9977,धायला,घांयला,राजसमन्द,rajmasand,0,dhala,ghanla,rajsamand,,,,,,,,,,,,,,
9978,धायला,रघुनाथपुरा,राजसमन्द,rajmasand,0,dhala,raghunathpura,rajsamand,,,,,,,,,,,,,,
9979,धायला,किशनपुरा,राजसमन्द,rajmasand,0,dhala,kishanpura,rajsamand,,,,,,,,,,,,,,
9980,धायला,देवपुरा,राजसमन्द,rajmasand,0,dhala,devpura,rajsamand,,,,,,,,,,,,,,
9981,धायला,भुण्डल,राजसमन्द,rajmasand,0,dhala,bhundal,rajsamand,,,,,,,,,,,,,,
9982,धायला,उम्मेदपुरा,राजसमन्द,rajmasand,0,dhala,ummedpura,rajsamand,,,,,,,,,,,,,,
9983,पसून्द,पसून्द,राजसमन्द,rajmasand,0,pasund,pasund,rajsamand,,,,,,,,,,,,,,
9984,पसून्द,मोखमपुरा,राजसमन्द,rajmasand,0,pasund,mokhampura,rajsamand,,,,,,,,,,,,,,
9985,पसून्द,मोरचना,राजसमन्द,rajmasand,0,pasund,morchana,rajsamand,,,,,,,,,,,,,,
9986,पसून्द,किरणपुर,राजसमन्द,rajmasand,0,pasund,kiranpur,rajsamand,,,,,,,,,,,,,,
9987,खटामला,खटामला,राजसमन्द,rajmasand,0,khatamla,khatamla,rajsamand,,,,,,,,,,,,,,
9988,खटामला,वासनी,राजसमन्द,rajmasand,0,khatamla,vasani,rajsamand,,,,,,,,,,,,,,
9989,खटामला,बागुन्दडा,राजसमन्द,rajmasand,0,khatamla,bagundada,rajsamand,,,,,,,,,,,,,,
9990,खटामला,धन जी का खेडा,राजसमन्द,rajmasand,0,khatamla,dhan ji's kheda,rajsamand,,,,,,,,,,,,,,
9991,खटामला,देवडो का खेडा,राजसमन्द,rajmasand,0,khatamla,devdo ka kheda,rajsamand,,,,,,,,,,,,,,
9992,फरारा,फरारा,राजसमन्द,rajmasand,0,farara,farara,rajsamand,,,,,,,,,,,,,,
9993,फरारा,कानादेव का गुडा,राजसमन्द,rajmasand,0,farara,kanadev's guda,rajsamand,,,,,,,,,,,,,,
9994,फरारा,काडा का तालाब,राजसमन्द,rajmasand,0,farara,kada's pond,rajsamand,,,,,,,,,,,,,,
9995,फरारा,धनवल,राजसमन्द,rajmasand,0,farara,dhanwal,rajsamand,,,,,,,,,,,,,,
9996,फरारा,उरी,राजसमन्द,rajmasand,0,farara,uri,rajsamand,,,,,,,,,,,,,,
9997,फरारा,सरकेला,राजसमन्द,rajmasand,0,farara,sarakela,rajsamand,,,,,,,,,,,,,,
9998,बडारडा,बडारडा,राजसमन्द,rajmasand,0,badarda,badarda,rajsamand,,,,,,,,,,,,,,
9999,बडारडा,मजा,राजसमन्द,rajmasand,0,badarda,fun,rajsamand,,,,,,,,,,,,,,
10000,बडारडा,नान्दोडा,राजसमन्द,rajmasand,0,badarda,nandoda,rajsamand,,,,,,,,,,,,,,
10001,बडारडा,अभयसिंह जी,राजसमन्द,rajmasand,0,badarda,abhay singh ji,rajsamand,,,,,,,,,,,,,,
10002,बडारडा,का खेडा,राजसमन्द,rajmasand,0,badarda,ka kheda,rajsamand,,,,,,,,,,,,,,
10003,बडारडा,देवाणा,राजसमन्द,rajmasand,0,badarda,devana,rajsamand,,,,,,,,,,,,,,
10004,बडारडा,तेजपुरिया,राजसमन्द,rajmasand,0,badarda,tejpuria,rajsamand,,,,,,,,,,,,,,
10005,बडारडा,चिन्तामणी का मादडा,राजसमन्द,rajmasand,0,badarda,chintamani's madada,rajsamand,,,,,,,,,,,,,,
10006,सुन्दरचा,सुन्दरचा,राजसमन्द,rajmasand,0,beautiful,beautiful,rajsamand,,,,,,,,,,,,,,
10007,सुन्दरचा,टुकडा खुर्द,राजसमन्द,rajmasand,0,beautiful,tukda khurd,rajsamand,,,,,,,,,,,,,,
10008,सुन्दरचा,देवथडी,राजसमन्द,rajmasand,0,beautiful,devthadi,rajsamand,,,,,,,,,,,,,,
10009,सुन्दरचा,गच्छालोका गुडा,राजसमन्द,rajmasand,0,beautiful,gachhaloka guda,rajsamand,,,,,,,,,,,,,,
10010,सुन्दरचा,दोवड,राजसमन्द,rajmasand,0,beautiful,dowd,rajsamand,,,,,,,,,,,,,,
10011,सुन्दरचा,डिप्टी,राजसमन्द,rajmasand,0,beautiful,deputy,rajsamand,,,,,,,,,,,,,,
10012,सुन्दरचा,डिप्टी खेडा,राजसमन्द,rajmasand,0,beautiful,deputy kheda,rajsamand,,,,,,,,,,,,,,
10013,साकरोदा,साकरोदा,राजसमन्द,rajmasand,0,sakroda,sakroda,rajsamand,,,,,,,,,,,,,,
10014,साकरोदा,तारोठ,राजसमन्द,rajmasand,0,sakroda,taroth,rajsamand,,,,,,,,,,,,,,
10015,साकरोदा,पुनावली,राजसमन्द,rajmasand,0,sakroda,punawali,rajsamand,,,,,,,,,,,,,,
10016,साकरोदा,बाघसिह का,राजसमन्द,rajmasand,0,sakroda,of bagh singh,rajsamand,,,,,,,,,,,,,,
10017,साकरोदा,नाडा,राजसमन्द,rajmasand,0,sakroda,nada,rajsamand,,,,,,,,,,,,,,
10018,मुडोल,मुडोल,राजसमन्द,rajmasand,0,mudol,mudol,rajsamand,,,,,,,,,,,,,,
10019,मुडोल,पुठोल,राजसमन्द,rajmasand,0,mudol,puthol,rajsamand,,,,,,,,,,,,,,
10020,मुडोल,भगवान्दा खुर्द,राजसमन्द,rajmasand,0,mudol,bhagwarda khurd,rajsamand,,,,,,,,,,,,,,
10021,मुडोल,रुण राजसमन्द,राजसमन्द,rajmasand,0,mudol,run rajsamand,rajsamand,,,,,,,,,,,,,,
10022,मुडोल,अ,राजसमन्द,rajmasand,0,mudol,a,rajsamand,,,,,,,,,,,,,,
10023,मुडोल,मादडी गोवल्या,राजसमन्द,rajmasand,0,mudol,maddi gowa,rajsamand,,,,,,,,,,,,,,
10024,पिपलान्त्री कंला,पिपलान्त्री कंला,राजसमन्द,rajmasand,0,pipalantri kanla,pipalantri kanla,rajsamand,,,,,,,,,,,,,,
10025,पिपलान्त्री कंला,उमठी,राजसमन्द,rajmasand,0,pipalantri kanla,umthi,rajsamand,,,,,,,,,,,,,,
10026,पिपलान्त्री कंला,आरना,राजसमन्द,rajmasand,0,pipalantri kanla,ana,rajsamand,,,,,,,,,,,,,,
10027,पिपलान्त्री कंला,गुगलेटा,राजसमन्द,rajmasand,0,pipalantri kanla,gugleta,rajsamand,,,,,,,,,,,,,,
10028,पिपलान्त्री कंला,मोरवड,राजसमन्द,rajmasand,0,pipalantri kanla,morvad,rajsamand,,,,,,,,,,,,,,
10029,पिपलान्त्री कंला,पिपलान्त्री खुर्द,राजसमन्द,rajmasand,0,pipalantri kanla,pipalantri khurd,rajsamand,,,,,,,,,,,,,,
10030,पिपलान्त्री कंला,भूडान,राजसमन्द,rajmasand,0,pipalantri kanla,bhudan,rajsamand,,,,,,,,,,,,,,
10031,सांगठ कंला,सागठ कंला,राजसमन्द,rajmasand,0,sangath kanla,teak kanla,rajsamand,,,,,,,,,,,,,,
10032,सांगठ कंला,बीडा की भागल,राजसमन्द,rajmasand,0,sangath kanla,bhagal ki bhagal,rajsamand,,,,,,,,,,,,,,
10033,सांगठ कंला,दमाला,राजसमन्द,rajmasand,0,sangath kanla,damala,rajsamand,,,,,,,,,,,,,,
10034,सांगठ कंला,बंशावलिया का,राजसमन्द,rajmasand,0,sangath kanla,bansavaliya of,rajsamand,,,,,,,,,,,,,,
10035,सांगठ कंला,गुडा,राजसमन्द,rajmasand,0,sangath kanla,guda,rajsamand,,,,,,,,,,,,,,
10036,सांगठ कंला,सापोल,राजसमन्द,rajmasand,0,sangath kanla,sapol,rajsamand,,,,,,,,,,,,,,
10037,सांगठ कंला,बागोटा,राजसमन्द,rajmasand,0,sangath kanla,bagota,rajsamand,,,,,,,,,,,,,,
10038,ताल,कालागुन,देवगढ,rajmasand,0,tal,kalagun,devgarh,,,,,,,,,,,,,,
10039,ताल,चक कालागुन,देवगढ,rajmasand,0,tal,chak kalagun,devgarh,,,,,,,,,,,,,,
10040,ताल,सोहनगढ़,देवगढ,rajmasand,0,tal,sohangarh,devgarh,,,,,,,,,,,,,,
10041,ताल,ताल,देवगढ,rajmasand,0,tal,tal,devgarh,,,,,,,,,,,,,,
10042,ताल,पीली का चौडा,देवगढ,rajmasand,0,tal,wide of yellow,devgarh,,,,,,,,,,,,,,
10043,ताल,सिरोदनिया,देवगढ,rajmasand,0,tal,sirodania,devgarh,,,,,,,,,,,,,,
10044,ताल,सिरोला,देवगढ,rajmasand,0,tal,sirola,devgarh,,,,,,,,,,,,,,
10045,ताल,उण्डावासन,देवगढ,rajmasand,0,tal,undwasan,devgarh,,,,,,,,,,,,,,
10046,ताल,अर्जुनगढ़,देवगढ,rajmasand,0,tal,arjungarh,devgarh,,,,,,,,,,,,,,
10047,रवाजनां डूंगर,रवाजनां डूंगर,बरवाडा,sawai madhopur,0,ravjanam dungar,ravjanam dungar,barwada,,,,,,,,,,,,,,
10048,रवाजनां डूंगर,कालीभाट,बरवाडा,sawai madhopur,0,ravjanam dungar,kalibhat,barwada,,,,,,,,,,,,,,
10049,रवाजनां डूंगर,जैतपुरा की ढाणी,बरवाडा,sawai madhopur,0,ravjanam dungar,dhani of jaitpura,barwada,,,,,,,,,,,,,,
10050,रवाजनां डूंगर,जैतपुरा,बरवाडा,sawai madhopur,0,ravjanam dungar,jaitpura,barwada,,,,,,,,,,,,,,
10051,रवाजनां डूंगर,श्योपुरा,बरवाडा,sawai madhopur,0,ravjanam dungar,sheopura,barwada,,,,,,,,,,,,,,
10052,रवाजनां डूंगर,बालापुरा,बरवाडा,sawai madhopur,0,ravjanam dungar,balapura,barwada,,,,,,,,,,,,,,
10053,रवाजनां डूंगर,विजयनगर,बरवाडा,sawai madhopur,0,ravjanam dungar,vijayanagar,barwada,,,,,,,,,,,,,,
10054,फलौदी,फलौदी,बरवाडा,sawai madhopur,0,falodi,falodi,barwada,,,,,,,,,,,,,,
10055,फलौदी,भाटपुरा,बरवाडा,sawai madhopur,0,falodi,bhatpura,barwada,,,,,,,,,,,,,,
10056,फलौदी,टेटरा,बरवाडा,sawai madhopur,0,falodi,tetra,barwada,,,,,,,,,,,,,,
10057,दूमोदा,दूमोदा,खण्डार,sawai madhopur,0,dumoda,dumoda,fraud,,,,,,,,,,,,,,
10058,दूमोदा,कैलाशपुरी,खण्डार,sawai madhopur,0,dumoda,kailashpuri,fraud,,,,,,,,,,,,,,
10059,दूमोदा,कालाकुआं,खण्डार,sawai madhopur,0,dumoda,kalakuan,fraud,,,,,,,,,,,,,,
10060,दूमोदा,जालपाखेडी,खण्डार,sawai madhopur,0,dumoda,jalpakhedi,fraud,,,,,,,,,,,,,,
10061,हलौन्दा,हलौन्दा,खण्डार,sawai madhopur,0,halaonda,halaonda,fraud,,,,,,,,,,,,,,
10062,हलौन्दा,हज्जामखेडी,खण्डार,sawai madhopur,0,halaonda,hajjamkhedi,fraud,,,,,,,,,,,,,,
10063,हलौन्दा,कुशालीपुरा,खण्डार,sawai madhopur,0,halaonda,kushalipura,fraud,,,,,,,,,,,,,,
10064,हलौन्दा,मोर डूंगरी,खण्डार,sawai madhopur,0,halaonda,peacock dungri,fraud,,,,,,,,,,,,,,
10065,हलौन्दा,बोदल,खण्डार,sawai madhopur,0,halaonda,bodal,fraud,,,,,,,,,,,,,,
10066,हलौन्दा,हिन्दवाड,खण्डार,sawai madhopur,0,halaonda,hindwad,fraud,,,,,,,,,,,,,,
10067,हलौन्दा,अजबपुरा,खण्डार,sawai madhopur,0,halaonda,ajabpura,fraud,,,,,,,,,,,,,,
10068,हलौन्दा,सहरपुर,खण्डार,sawai madhopur,0,halaonda,saharpur,fraud,,,,,,,,,,,,,,
10069,हलौन्दा,खलवाडा,खण्डार,sawai madhopur,0,halaonda,khalwara,fraud,,,,,,,,,,,,,,
10070,हलौन्दा,गुढा,खण्डार,sawai madhopur,0,halaonda,gudha,fraud,,,,,,,,,,,,,,
10071,हलौन्दा,नगदी रहमानपुरा,खण्डार,sawai madhopur,0,halaonda,cash rahmanpura,fraud,,,,,,,,,,,,,,
10072,बैराडा,बैराडा,बामनवास,sawai madhopur,0,bairada,bairada,bamanwas,,,,,,,,,,,,,,
10073,बैराडा,बाढ मोहनपुर,बामनवास,sawai madhopur,0,bairada,flood mohanpur,bamanwas,,,,,,,,,,,,,,
